335.09,1181.1,1
319.66,739.62,1
372.31,1123.6,1
247.17,1744.6,1
468.49,1149.3,1
404.95,1112.2,1
291.65,1282.9,1
345.57,1163.6,1
379.1,1028.1,1
344.29,1158.3,1
314.64,988.83,1
500,1500,1
337.73,1128.7,1
362.25,1407.2,1
356.41,908.41,1
500,1500,1
1037.9,2350.4,1
500,1500,1
365.37,1499,1
375.19,937.01,1
339.61,1080,1
368.56,840.26,1
368.16,2333.9,1
294.69,850.93,1
479.55,1105,1
317.89,1128,1
337.31,1002.9,1
351.59,1115,1
340.25,809.27,1
429.4,915.36,1
500,1500,1
198.63,1666.9,1
333.07,1178,1
283.62,1095.1,1
500,1500,1
278.19,1306.8,1
373.25,1224.8,1
363.22,794.98,1
500,1500,1
325.5,1013.6,1
500,1500,1
352.58,1101.2,1
319.47,1559.9,1
322.74,810.9,1
500,1500,1
717.71,1983.3,1
374.63,1501.6,1
502.02,1140.9,1
899.59,2629.4,1
234.68,924.86,1
248.35,890.08,1
318.7,1161.1,1
497.36,935.55,1
339.97,876.07,1
360.8,1627.7,1
286.46,890.5,1
437.85,1022.6,1
316.22,836.68,1
322.18,1354.3,1
454.32,987.63,1
298.16,2193,1
407.35,851.83,1
500,1500,1
331.51,961.05,1
371.3,1226.1,1
1234.3,2430.5,1
329.76,978.9,1
368.44,986.11,1
500,1500,1
365.1,972.46,1
353.83,757.9,1
600.85,1727.3,1
332.48,622.33,1
342.85,1090.8,1
333.6,932.92,1
485.85,1559.3,1
385.63,1157.8,1
500,1500,1
387.92,1040.8,1
500,1500,1
500,1500,1
322.16,2282.8,1
328.35,1170.5,1
401.49,1150.1,1
300.5,758.36,1
322.48,1352.2,1
500,1500,1
262.21,1198.4,1
360.54,884.95,1
500,1500,1
380.15,2270.4,1
500,1500,1
299.12,2456.3,1
291.53,573.33,1
329.4,981.48,1
325.24,1886.2,1
316.5,1130.4,1
320.85,851.44,1
319.43,1216.9,1
366.45,988.08,1
307,908.19,1
378.62,1191.4,1
379.08,2488,1
500.26,911.1,1
515.68,1121.4,1
362.27,1003.1,1
379.69,1045.6,1
500,1500,1
500,1500,1
336.67,1165.7,1
379.86,976.42,1
336.52,1027.9,1
345.32,930.12,1
308.84,875.35,1
515.68,1121.4,1
400.5,1544.5,1
500,1500,1
336.24,1084.4,1
375.8,753.67,1
373.86,950.09,1
463.74,1011.5,1
268.86,1247.4,1
500,1500,1
346.31,953.26,1
425.28,799.57,1
340.13,1116.2,1
397.12,1156.4,1
363.93,1083.9,1
530.97,1489.7,1
232.9,892.07,1
829.91,2534.8,1
352.71,1221.7,1
296.64,951.16,1
331.48,898.22,1
500,1500,1
926.34,1502.2,1
444.79,1315.8,1
417.3,1084.9,1
591.91,1097.2,1
313.49,774.08,1
1200.7,2355.3,1
374.22,1127,1
371.46,820.96,1
500,1500,1
211.42,572.78,1
322.42,1132.6,1
500,1500,1
327.47,1118.4,1
319.41,1955.1,1
349.29,830.01,1
339.1,901.75,1
343.68,1211.5,1
500,1500,1
357.16,1212.5,1
500,1500,1
315.21,725.86,1
500,1500,1
321.34,920.63,1
500,1500,1
232.9,1225.1,1
319.66,1073.7,1
319.33,795.22,1
250.09,986.08,1
375.28,977.16,1
298.04,1034.3,1
351.13,1080.7,1
351.13,1080.7,1
333.38,1136,1
369.44,844.35,1
311.68,774.89,1
365.37,1499,1
341.33,1100.7,1
317.6,883.88,1
535.08,861.13,1
163.85,1208.9,1
353.66,1208,1
368.3,1079.4,1
393.55,818.61,1
342.96,1295.6,1
461.05,2300.3,1
354.38,930.82,1
375.85,908.01,1
287.03,749.11,1
349.7,935.02,1
323.65,857.5,1
323,1300.8,1
312.99,1190.4,1
421.76,877.19,1
299.33,706.2,1
304.76,498.67,1
644.64,1972.5,1
348.24,1009.1,1
352.76,1064.9,1
288.14,1176.3,1
426.93,1165.3,1
500,1500,1
328.68,894.68,1
441.1,1026.7,1
374.75,902.8,1
284.22,921.44,1
330.64,1041,1
1086.3,1211,1
294.69,850.93,1
363.22,794.98,1
398.05,1085.9,1
264.11,1366.6,1
353.34,1047.8,1
387.43,1135.7,1
396.2,1042.9,1
363.73,1095.3,1
519.01,1528.3,1
500,1500,1
500,1500,1
488.31,1535.9,1
322.16,2282.8,1
331.21,1049.2,1
400.85,1355.9,1
326.55,1031.1,1
500.15,1520.9,1
834,2459.9,1
374.5,979.24,1
359.48,1085.6,1
453.84,1428.3,1
364.12,826.66,1
342.6,1016.3,1
361.38,1045.4,1
335.44,687.42,1
500,1500,1
338.5,1160.1,1
500,1500,1
500,1500,1
326.82,727.28,1
339.11,1000.8,1
352.99,921.38,1
640.58,1214,1
500,1500,1
366.27,1196.5,1
519.56,1115.3,1
597.83,1474.1,1
319.31,1060.5,1
528.36,1155.1,1
323,1300.8,1
398.9,1530.7,1
414.61,974.8,1
410.1,1054.4,1
346.77,648.93,1
323,1300.8,1
398.31,1131.6,1
500,1500,1
171.04,1591.5,1
320.86,869.12,1
322.11,873.31,1
585.4,1222.6,1
338.74,887.84,1
789.57,2494.3,1
380.33,1104.1,1
365.11,1129,1
500,1500,1
385.97,928.52,1
335.09,1181.1,1
398.64,893.65,1
317.53,954.96,1
366.58,1029.2,1
500,1500,1
335.81,867.89,1
410.27,1076,1
322.72,1234.3,1
440.43,984,1
338.55,1039.6,1
386.26,989,1
311.28,1292.5,1
297.6,1282.2,1
315.76,1160.9,1
371.3,1226.1,1
500,1500,1
319.29,896.43,1
326.51,955.99,1
500,1500,1
542.55,1154.5,1
